County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Pend Oreille County,2020-12-06,3,0,0,0,0,1,2,0,2021/04/12 14:53:23
Pend Oreille County,2020-12-13,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Pend Oreille County,2020-12-20,4,0,0,1,1,0,2,0,2021/04/12 14:53:23
Pend Oreille County,2020-12-27,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,2021-01-03,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,2021-01-10,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pend Oreille County,2021-01-17,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Pend Oreille County,2021-01-24,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
Pend Oreille County,2021-02-21,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Pend Oreille County,2021-02-28,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Pend Oreille County,2021-03-14,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pierce County,2020-01-26,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Pierce County,2020-02-02,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Pierce County,2020-02-09,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Pierce County,2020-02-16,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Pierce County,2020-02-23,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Pierce County,2020-03-01,5,0,0,3,2,0,0,0,2021/04/12 14:53:23
Pierce County,2020-03-08,11,1,1,2,1,5,1,0,2021/04/12 14:53:23
Pierce County,2020-03-15,37,0,5,6,10,13,3,0,2021/04/12 14:53:23
Pierce County,2020-03-22,59,0,4,10,18,20,7,0,2021/04/12 14:53:23
Pierce County,2020-03-29,46,0,7,6,10,19,4,0,2021/04/12 14:53:23
Pierce County,2020-04-05,41,0,1,11,17,6,6,0,2021/04/12 14:53:23
Pierce County,2020-04-12,32,0,0,4,7,13,8,0,2021/04/12 14:53:23
Pierce County,2020-04-19,25,2,4,3,8,7,1,0,2021/04/12 14:53:23
Pierce County,2020-04-26,33,0,4,12,10,5,2,0,2021/04/12 14:53:23
Pierce County,2020-05-03,14,0,1,2,5,4,2,0,2021/04/12 14:53:23
Pierce County,2020-05-10,15,1,2,6,3,1,2,0,2021/04/12 14:53:23
Pierce County,2020-05-17,10,0,0,0,2,4,4,0,2021/04/12 14:53:23
Pierce County,2020-05-24,14,0,3,2,6,1,2,0,2021/04/12 14:53:23
Pierce County,2020-05-31,10,0,1,1,6,2,0,0,2021/04/12 14:53:23
Pierce County,2020-06-07,11,0,1,1,3,5,1,0,2021/04/12 14:53:23
Pierce County,2020-06-14,8,0,2,3,2,1,0,0,2021/04/12 14:53:23
Pierce County,2020-06-21,17,0,1,5,5,3,3,0,2021/04/12 14:53:23
Pierce County,2020-06-28,16,2,0,5,3,1,5,0,2021/04/12 14:53:23
Pierce County,2020-07-05,17,0,1,1,6,4,5,0,2021/04/12 14:53:23
Pierce County,2020-07-12,29,0,1,9,6,9,4,0,2021/04/12 14:53:23
Pierce County,2020-07-19,47,1,7,8,10,17,4,0,2021/04/12 14:53:23
Pierce County,2020-07-26,52,2,4,7,14,14,11,0,2021/04/12 14:53:23
Pierce County,2020-08-02,54,1,7,17,12,15,2,0,2021/04/12 14:53:23
Pierce County,2020-08-09,41,2,6,8,12,11,2,0,2021/04/12 14:53:23
Pierce County,2020-08-16,24,1,4,2,5,6,6,0,2021/04/12 14:53:23
Pierce County,2020-08-23,28,0,2,5,7,11,3,0,2021/04/12 14:53:23
Pierce County,2020-08-30,16,0,2,3,3,5,3,0,2021/04/12 14:53:23
Pierce County,2020-09-06,21,0,3,3,8,4,3,0,2021/04/12 14:53:23
Pierce County,2020-09-13,32,1,7,7,11,2,4,0,2021/04/12 14:53:23
Pierce County,2020-09-20,32,1,3,5,11,10,2,0,2021/04/12 14:53:23
Pierce County,2020-09-27,21,0,1,4,8,6,2,0,2021/04/12 14:53:23
Pierce County,2020-10-04,34,0,5,11,7,6,5,0,2021/04/12 14:53:23
Pierce County,2020-10-11,29,1,0,7,9,6,6,0,2021/04/12 14:53:23
Pierce County,2020-10-18,40,1,5,5,18,7,4,0,2021/04/12 14:53:23
Pierce County,2020-10-25,51,0,3,7,13,16,12,0,2021/04/12 14:53:23
Pierce County,2020-11-01,64,0,9,16,16,16,7,0,2021/04/12 14:53:23
Pierce County,2020-11-08,67,1,8,13,17,18,10,0,2021/04/12 14:53:23
Pierce County,2020-11-15,126,5,8,22,33,45,13,0,2021/04/12 14:53:23
Pierce County,2020-11-22,114,5,12,17,29,38,13,0,2021/04/12 14:53:23
Pierce County,2020-11-29,111,2,8,12,25,35,29,0,2021/04/12 14:53:23
Pierce County,2020-12-06,113,0,10,23,25,38,17,0,2021/04/12 14:53:23
Pierce County,2020-12-13,125,2,19,14,30,36,24,0,2021/04/12 14:53:23
Pierce County,2020-12-20,90,2,10,16,28,15,19,0,2021/04/12 14:53:23
Pierce County,2020-12-27,126,0,13,19,30,36,28,0,2021/04/12 14:53:23
Pierce County,2021-01-03,122,0,11,22,32,38,19,0,2021/04/12 14:53:23
Pierce County,2021-01-10,110,1,10,20,27,29,23,0,2021/04/12 14:53:23
Pierce County,2021-01-17,109,3,16,21,27,22,20,0,2021/04/12 14:53:23
Pierce County,2021-01-24,89,1,14,12,25,15,22,0,2021/04/12 14:53:23
Pierce County,2021-01-31,88,2,8,12,28,23,15,0,2021/04/12 14:53:23
Pierce County,2021-02-07,74,3,12,5,18,26,10,0,2021/04/12 14:53:23
Pierce County,2021-02-14,69,0,5,14,18,19,13,0,2021/04/12 14:53:23
Pierce County,2021-02-21,52,0,6,9,20,12,5,0,2021/04/12 14:53:23
Pierce County,2021-02-28,47,3,6,12,12,11,3,0,2021/04/12 14:53:23
Pierce County,2021-03-07,67,0,9,14,16,22,6,0,2021/04/12 14:53:23
Pierce County,2021-03-14,54,3,7,10,16,11,7,0,2021/04/12 14:53:23
Pierce County,2021-03-21,50,1,5,16,9,12,7,0,2021/04/12 14:53:23
Pierce County,2021-03-28,70,2,12,12,22,18,4,0,2021/04/12 14:53:23
Pierce County,2021-04-04,45,2,4,7,13,14,5,0,2021/04/12 14:53:23
Pierce County,2021-04-11,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,2020-03-15,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
San Juan County,2020-08-16,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,2020-11-15,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
San Juan County,2020-12-20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
San Juan County,2021-01-10,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
San Juan County,2021-03-28,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,2020-03-08,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,2020-03-15,4,0,0,0,0,1,3,0,2021/04/12 14:53:23
Skagit County,2020-03-22,8,0,0,0,4,4,0,0,2021/04/12 14:53:23
Skagit County,2020-03-29,8,0,0,1,5,0,2,0,2021/04/12 14:53:23
Skagit County,2020-04-05,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Skagit County,2020-04-12,11,0,1,3,3,3,1,0,2021/04/12 14:53:23
Skagit County,2020-04-19,4,0,1,1,0,1,1,0,2021/04/12 14:53:23
Skagit County,2020-04-26,4,0,1,1,1,1,0,0,2021/04/12 14:53:23
Skagit County,2020-05-03,3,0,0,0,2,0,1,0,2021/04/12 14:53:23
Skagit County,2020-05-10,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Skagit County,2020-05-17,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,2020-06-07,3,0,2,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,2020-06-14,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,2020-06-21,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,2020-06-28,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Skagit County,2020-07-05,5,1,0,0,1,3,0,0,2021/04/12 14:53:23
Skagit County,2020-07-12,6,0,2,1,2,1,0,0,2021/04/12 14:53:23
Skagit County,2020-07-19,8,0,2,2,2,2,0,0,2021/04/12 14:53:23
Skagit County,2020-07-26,4,0,0,3,0,1,0,0,2021/04/12 14:53:23
Skagit County,2020-08-02,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Skagit County,2020-08-09,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Skagit County,2020-08-16,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Skagit County,2020-08-23,3,0,0,1,1,0,1,0,2021/04/12 14:53:23
Skagit County,2020-08-30,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Skagit County,2020-09-06,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,2020-09-13,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skagit County,2020-09-20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Skagit County,2020-09-27,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skagit County,2020-10-11,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Skagit County,2020-10-18,3,0,0,1,0,0,2,0,2021/04/12 14:53:23
Skagit County,2020-10-25,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Skagit County,2020-11-01,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Skagit County,2020-11-08,11,0,2,3,2,3,1,0,2021/04/12 14:53:23
Skagit County,2020-11-15,16,0,0,2,1,8,5,0,2021/04/12 14:53:23
Skagit County,2020-11-22,4,0,0,0,2,1,1,0,2021/04/12 14:53:23
Skagit County,2020-11-29,14,0,0,3,4,5,2,0,2021/04/12 14:53:23
Skagit County,2020-12-06,12,2,0,1,3,6,0,0,2021/04/12 14:53:23
Skagit County,2020-12-13,9,0,0,2,2,3,2,0,2021/04/12 14:53:23
Skagit County,2020-12-20,10,0,1,1,2,5,1,0,2021/04/12 14:53:23
Skagit County,2020-12-27,8,0,0,0,3,2,3,0,2021/04/12 14:53:23
Skagit County,2021-01-03,12,1,0,0,3,4,4,0,2021/04/12 14:53:23
Skagit County,2021-01-10,9,0,1,0,1,5,2,0,2021/04/12 14:53:23
Skagit County,2021-01-17,13,1,0,2,3,6,1,0,2021/04/12 14:53:23
Skagit County,2021-01-24,8,0,0,0,2,4,2,0,2021/04/12 14:53:23
Skagit County,2021-01-31,6,0,1,1,1,2,1,0,2021/04/12 14:53:23
Skagit County,2021-02-07,6,0,0,1,3,2,0,0,2021/04/12 14:53:23
Skagit County,2021-02-14,7,0,0,0,3,3,1,0,2021/04/12 14:53:23
Skagit County,2021-02-21,7,0,1,3,1,2,0,0,2021/04/12 14:53:23
Skagit County,2021-02-28,6,0,0,0,2,3,1,0,2021/04/12 14:53:23
Skagit County,2021-03-07,3,0,1,0,0,1,1,0,2021/04/12 14:53:23
Skagit County,2021-03-14,3,0,1,0,1,1,0,0,2021/04/12 14:53:23
Skagit County,2021-03-21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skagit County,2021-03-28,4,0,0,2,2,0,0,0,2021/04/12 14:53:23
Skagit County,2021-04-04,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Skamania County,2020-03-29,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Skamania County,2020-06-21,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Skamania County,2020-07-19,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Skamania County,2020-12-13,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Skamania County,2021-01-10,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Snohomish County,2020-01-12,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Snohomish County,2020-01-19,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Snohomish County,2020-02-02,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Snohomish County,2020-02-09,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Snohomish County,2020-02-23,8,0,0,1,4,2,1,0,2021/04/12 14:53:23
Snohomish County,2020-03-01,24,0,2,4,7,7,4,0,2021/04/12 14:53:23
Snohomish County,2020-03-08,57,0,3,1,14,18,21,0,2021/04/12 14:53:23
Snohomish County,2020-03-15,83,0,4,6,26,29,18,0,2021/04/12 14:53:23
Snohomish County,2020-03-22,85,1,7,17,27,24,9,0,2021/04/12 14:53:23
Snohomish County,2020-03-29,84,0,8,12,23,21,20,0,2021/04/12 14:53:23
Snohomish County,2020-04-05,50,1,2,8,15,13,11,0,2021/04/12 14:53:23
Snohomish County,2020-04-12,39,1,4,2,13,9,10,0,2021/04/12 14:53:23
Snohomish County,2020-04-19,30,1,2,4,7,7,9,0,2021/04/12 14:53:23
Snohomish County,2020-04-26,29,0,2,6,2,9,10,0,2021/04/12 14:53:23
Snohomish County,2020-05-03,32,0,3,4,14,4,7,0,2021/04/12 14:53:23
Snohomish County,2020-05-10,16,0,0,3,2,4,7,0,2021/04/12 14:53:23
Snohomish County,2020-05-17,16,0,2,2,3,5,4,0,2021/04/12 14:53:23
Snohomish County,2020-05-24,14,1,2,3,2,6,0,0,2021/04/12 14:53:23
Snohomish County,2020-05-31,9,0,0,1,2,5,1,0,2021/04/12 14:53:23
Snohomish County,2020-06-07,13,0,0,3,7,3,0,0,2021/04/12 14:53:23
Snohomish County,2020-06-14,9,0,0,2,1,2,4,0,2021/04/12 14:53:23
Snohomish County,2020-06-21,13,0,3,3,4,2,1,0,2021/04/12 14:53:23
Snohomish County,2020-06-28,7,0,1,3,0,3,0,0,2021/04/12 14:53:23
Snohomish County,2020-07-05,16,1,1,2,8,0,4,0,2021/04/12 14:53:23
Snohomish County,2020-07-12,17,0,1,4,3,5,4,0,2021/04/12 14:53:23
Snohomish County,2020-07-19,16,0,2,4,3,2,5,0,2021/04/12 14:53:23
Snohomish County,2020-07-26,22,0,3,7,3,4,5,0,2021/04/12 14:53:23
Snohomish County,2020-08-02,24,0,0,5,8,6,5,0,2021/04/12 14:53:23
Snohomish County,2020-08-09,16,0,2,1,3,7,3,0,2021/04/12 14:53:23
Snohomish County,2020-08-16,19,1,2,2,7,5,2,0,2021/04/12 14:53:23
Snohomish County,2020-08-23,10,0,3,1,1,3,2,0,2021/04/12 14:53:23
Snohomish County,2020-08-30,17,0,3,3,3,4,4,0,2021/04/12 14:53:23
Snohomish County,2020-09-06,9,2,1,1,1,2,2,0,2021/04/12 14:53:23
Snohomish County,2020-09-13,8,0,0,0,2,1,5,0,2021/04/12 14:53:23
Snohomish County,2020-09-20,15,2,1,3,4,5,0,0,2021/04/12 14:53:23
Snohomish County,2020-09-27,17,1,1,3,7,3,2,0,2021/04/12 14:53:23
Snohomish County,2020-10-04,16,1,2,1,3,5,4,0,2021/04/12 14:53:23
Snohomish County,2020-10-11,32,0,1,6,5,12,8,0,2021/04/12 14:53:23
Snohomish County,2020-10-18,34,0,1,6,11,12,4,0,2021/04/12 14:53:23
Snohomish County,2020-10-25,31,0,5,5,7,11,3,0,2021/04/12 14:53:23
Snohomish County,2020-11-01,34,0,1,3,9,10,11,0,2021/04/12 14:53:23
Snohomish County,2020-11-08,51,0,2,7,16,16,10,0,2021/04/12 14:53:23
Snohomish County,2020-11-15,68,0,5,5,16,25,17,0,2021/04/12 14:53:23
Snohomish County,2020-11-22,87,1,1,17,25,23,20,0,2021/04/12 14:53:23
Snohomish County,2020-11-29,86,2,5,11,20,26,22,0,2021/04/12 14:53:23
Snohomish County,2020-12-06,97,1,7,13,27,34,15,0,2021/04/12 14:53:23
Snohomish County,2020-12-13,70,1,3,11,14,24,17,0,2021/04/12 14:53:23
Snohomish County,2020-12-20,88,3,8,8,16,32,21,0,2021/04/12 14:53:23
Snohomish County,2020-12-27,78,0,3,9,15,27,24,0,2021/04/12 14:53:23
Snohomish County,2021-01-03,69,0,5,8,13,19,24,0,2021/04/12 14:53:23
Snohomish County,2021-01-10,54,3,0,9,15,17,10,0,2021/04/12 14:53:23
Snohomish County,2021-01-17,41,1,3,2,9,12,14,0,2021/04/12 14:53:23
Snohomish County,2021-01-24,46,1,5,5,13,14,8,0,2021/04/12 14:53:23
Snohomish County,2021-01-31,37,3,1,6,13,10,4,0,2021/04/12 14:53:23
Snohomish County,2021-02-07,22,1,0,5,7,8,1,0,2021/04/12 14:53:23
Snohomish County,2021-02-14,27,0,4,4,8,9,2,0,2021/04/12 14:53:23
Snohomish County,2021-02-21,27,0,4,7,9,4,3,0,2021/04/12 14:53:23
Snohomish County,2021-02-28,20,0,1,5,3,8,3,0,2021/04/12 14:53:23
Snohomish County,2021-03-07,23,1,2,4,7,8,1,0,2021/04/12 14:53:23
Snohomish County,2021-03-14,17,1,1,1,5,6,3,0,2021/04/12 14:53:23
Snohomish County,2021-03-21,19,1,4,6,5,1,2,0,2021/04/12 14:53:23
Snohomish County,2021-03-28,33,1,5,10,12,5,0,0,2021/04/12 14:53:23
Snohomish County,2021-04-04,30,0,6,6,9,8,1,0,2021/04/12 14:53:23
Spokane County,2020-03-08,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Spokane County,2020-03-15,9,0,0,3,1,4,1,0,2021/04/12 14:53:23
Spokane County,2020-03-22,20,0,2,3,2,8,5,0,2021/04/12 14:53:23
Spokane County,2020-03-29,11,0,0,2,4,1,4,0,2021/04/12 14:53:23
Spokane County,2020-04-05,14,0,2,0,3,5,4,0,2021/04/12 14:53:23
Spokane County,2020-04-12,5,0,0,0,1,2,2,0,2021/04/12 14:53:23
Spokane County,2020-04-19,8,0,0,1,2,4,1,0,2021/04/12 14:53:23
Spokane County,2020-04-26,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Spokane County,2020-05-03,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Spokane County,2020-05-10,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Spokane County,2020-05-17,7,1,0,1,3,1,1,0,2021/04/12 14:53:23
Spokane County,2020-05-24,5,0,2,1,1,0,1,0,2021/04/12 14:53:23
Spokane County,2020-05-31,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Spokane County,2020-06-07,7,0,1,2,3,1,0,0,2021/04/12 14:53:23
Spokane County,2020-06-14,11,0,0,2,4,5,0,0,2021/04/12 14:53:23
Spokane County,2020-06-21,19,0,2,3,6,6,2,0,2021/04/12 14:53:23
Spokane County,2020-06-28,26,1,3,1,4,8,9,0,2021/04/12 14:53:23
Spokane County,2020-07-05,20,1,1,1,6,3,8,0,2021/04/12 14:53:23
Spokane County,2020-07-12,32,0,7,4,5,7,9,0,2021/04/12 14:53:23
Spokane County,2020-07-19,34,1,1,3,7,10,12,0,2021/04/12 14:53:23
Spokane County,2020-07-26,52,0,5,4,10,18,15,0,2021/04/12 14:53:23
Spokane County,2020-08-02,33,1,2,3,9,7,11,0,2021/04/12 14:53:23
Spokane County,2020-08-09,13,0,2,3,4,3,1,0,2021/04/12 14:53:23
Spokane County,2020-08-16,18,1,1,3,3,5,5,0,2021/04/12 14:53:23
Spokane County,2020-08-23,25,0,4,1,6,7,7,0,2021/04/12 14:53:23
Spokane County,2020-08-30,11,0,3,2,3,3,0,0,2021/04/12 14:53:23
Spokane County,2020-09-06,23,0,2,3,4,9,5,0,2021/04/12 14:53:23
Spokane County,2020-09-13,33,0,2,3,11,10,7,0,2021/04/12 14:53:23
Spokane County,2020-09-20,33,1,3,1,8,10,10,0,2021/04/12 14:53:23
Spokane County,2020-09-27,27,1,2,6,5,11,2,0,2021/04/12 14:53:23
Spokane County,2020-10-04,27,0,1,1,7,15,3,0,2021/04/12 14:53:23
Spokane County,2020-10-11,42,2,3,3,12,11,11,0,2021/04/12 14:53:23
Spokane County,2020-10-18,36,1,0,5,3,20,7,0,2021/04/12 14:53:23
Spokane County,2020-10-25,57,1,5,6,16,19,10,0,2021/04/12 14:53:23
Spokane County,2020-11-01,60,0,4,7,18,17,14,0,2021/04/12 14:53:23
Spokane County,2020-11-08,74,0,4,12,19,24,15,0,2021/04/12 14:53:23
Spokane County,2020-11-15,75,1,11,4,23,26,10,0,2021/04/12 14:53:23
Spokane County,2020-11-22,96,0,5,11,22,41,17,0,2021/04/12 14:53:23
Spokane County,2020-11-29,96,2,9,8,25,30,22,0,2021/04/12 14:53:23
Spokane County,2020-12-06,98,1,12,10,11,36,28,0,2021/04/12 14:53:23
Spokane County,2020-12-13,77,2,11,7,11,27,19,0,2021/04/12 14:53:23
Spokane County,2020-12-20,97,2,3,15,28,26,23,0,2021/04/12 14:53:23
Spokane County,2020-12-27,94,3,12,9,17,30,23,0,2021/04/12 14:53:23
Spokane County,2021-01-03,114,1,11,15,17,41,29,0,2021/04/12 14:53:23
Spokane County,2021-01-10,90,3,5,12,16,31,23,0,2021/04/12 14:53:23
Spokane County,2021-01-17,75,2,3,11,22,19,18,0,2021/04/12 14:53:23
Spokane County,2021-01-24,64,3,9,8,12,20,12,0,2021/04/12 14:53:23
Spokane County,2021-01-31,50,0,3,8,15,11,13,0,2021/04/12 14:53:23
Spokane County,2021-02-07,41,1,9,3,8,12,8,0,2021/04/12 14:53:23
Spokane County,2021-02-14,39,0,6,4,8,12,9,0,2021/04/12 14:53:23
Spokane County,2021-02-21,33,1,4,5,9,12,2,0,2021/04/12 14:53:23
Spokane County,2021-02-28,27,0,2,2,11,7,5,0,2021/04/12 14:53:23
Spokane County,2021-03-07,34,0,3,4,11,11,5,0,2021/04/12 14:53:23
Spokane County,2021-03-14,28,1,2,3,10,10,2,0,2021/04/12 14:53:23
Spokane County,2021-03-21,24,0,3,4,9,7,1,0,2021/04/12 14:53:23
Spokane County,2021-03-28,34,0,4,7,11,7,5,0,2021/04/12 14:53:23
Spokane County,2021-04-04,20,0,4,0,4,7,5,0,2021/04/12 14:53:23
Spokane County,2021-04-11,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Stevens County,2020-03-15,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2020-03-29,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-04-05,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2020-04-19,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2020-06-21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-07-05,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Stevens County,2020-07-12,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2020-07-19,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Stevens County,2020-07-26,3,0,0,2,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-08-02,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Stevens County,2020-08-16,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Stevens County,2020-09-13,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Stevens County,2020-09-20,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Stevens County,2020-09-27,2,0,0,0,0,1,1,0,2021/04/12 14:53:23
Stevens County,2020-10-04,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2020-10-11,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Stevens County,2020-10-18,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Stevens County,2020-10-25,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-11-01,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-11-08,6,0,0,0,0,4,2,0,2021/04/12 14:53:23
Stevens County,2020-11-15,4,0,0,1,1,2,0,0,2021/04/12 14:53:23
Stevens County,2020-11-22,10,0,1,0,3,4,2,0,2021/04/12 14:53:23
Stevens County,2020-11-29,4,0,0,1,1,2,0,0,2021/04/12 14:53:23
Stevens County,2020-12-06,3,0,0,0,0,3,0,0,2021/04/12 14:53:23
Stevens County,2020-12-13,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2020-12-20,10,0,0,1,3,3,3,0,2021/04/12 14:53:23
Stevens County,2020-12-27,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Stevens County,2021-01-03,7,0,0,0,2,5,0,0,2021/04/12 14:53:23
Stevens County,2021-01-10,8,0,0,1,2,4,1,0,2021/04/12 14:53:23
Stevens County,2021-01-17,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Stevens County,2021-01-24,4,0,0,0,1,3,0,0,2021/04/12 14:53:23
Stevens County,2021-01-31,4,0,2,0,1,1,0,0,2021/04/12 14:53:23
Stevens County,2021-02-07,6,0,2,0,1,1,2,0,2021/04/12 14:53:23
