County,WeekStartDate,Hospitalizations,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Stevens County,2021-02-14,2,1,0,0,1,0,0,0,2021/04/12 14:53:23
Stevens County,2021-02-21,4,0,2,0,1,1,0,0,2021/04/12 14:53:23
Stevens County,2021-02-28,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2021-03-07,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Stevens County,2021-03-14,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Stevens County,2021-03-21,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Stevens County,2021-03-28,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Stevens County,2021-04-04,5,0,0,2,0,2,1,0,2021/04/12 14:53:23
Stevens County,2021-04-11,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Thurston County,2020-03-08,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Thurston County,2020-03-15,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Thurston County,2020-03-22,4,0,0,0,2,0,2,0,2021/04/12 14:53:23
Thurston County,2020-03-29,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Thurston County,2020-04-05,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Thurston County,2020-04-12,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Thurston County,2020-04-19,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Thurston County,2020-04-26,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Thurston County,2020-05-24,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Thurston County,2020-05-31,6,0,0,2,1,0,3,0,2021/04/12 14:53:23
Thurston County,2020-06-07,7,0,0,1,0,2,4,0,2021/04/12 14:53:23
Thurston County,2020-06-14,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Thurston County,2020-06-21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Thurston County,2020-06-28,4,0,0,0,0,3,1,0,2021/04/12 14:53:23
Thurston County,2020-07-05,6,0,1,0,4,0,1,0,2021/04/12 14:53:23
Thurston County,2020-07-12,6,1,2,1,1,0,1,0,2021/04/12 14:53:23
Thurston County,2020-07-19,6,0,0,2,1,1,2,0,2021/04/12 14:53:23
Thurston County,2020-07-26,5,0,0,1,2,1,1,0,2021/04/12 14:53:23
Thurston County,2020-08-02,4,1,0,0,0,2,1,0,2021/04/12 14:53:23
Thurston County,2020-08-09,5,0,1,0,1,1,2,0,2021/04/12 14:53:23
Thurston County,2020-08-16,6,0,0,1,3,2,0,0,2021/04/12 14:53:23
Thurston County,2020-08-23,8,1,0,1,4,2,0,0,2021/04/12 14:53:23
Thurston County,2020-08-30,4,0,1,1,0,2,0,0,2021/04/12 14:53:23
Thurston County,2020-09-06,4,0,0,1,0,3,0,0,2021/04/12 14:53:23
Thurston County,2020-09-13,4,0,0,0,1,3,0,0,2021/04/12 14:53:23
Thurston County,2020-09-20,4,0,1,0,0,3,0,0,2021/04/12 14:53:23
Thurston County,2020-09-27,7,0,1,1,1,2,2,0,2021/04/12 14:53:23
Thurston County,2020-10-04,2,0,1,0,0,0,1,0,2021/04/12 14:53:23
Thurston County,2020-10-11,14,1,0,2,2,6,3,0,2021/04/12 14:53:23
Thurston County,2020-10-18,9,0,0,0,3,5,1,0,2021/04/12 14:53:23
Thurston County,2020-10-25,17,0,0,1,6,7,3,0,2021/04/12 14:53:23
Thurston County,2020-11-01,12,0,1,1,4,5,1,0,2021/04/12 14:53:23
Thurston County,2020-11-08,15,0,1,0,5,6,3,0,2021/04/12 14:53:23
Thurston County,2020-11-15,17,0,0,3,6,5,3,0,2021/04/12 14:53:23
Thurston County,2020-11-22,21,0,3,5,3,8,2,0,2021/04/12 14:53:23
Thurston County,2020-11-29,19,0,0,3,4,9,3,0,2021/04/12 14:53:23
Thurston County,2020-12-06,18,2,1,1,5,2,7,0,2021/04/12 14:53:23
Thurston County,2020-12-13,13,0,2,2,4,5,0,0,2021/04/12 14:53:23
Thurston County,2020-12-20,16,0,1,4,4,5,2,0,2021/04/12 14:53:23
Thurston County,2020-12-27,18,2,1,2,5,5,3,0,2021/04/12 14:53:23
Thurston County,2021-01-03,24,0,3,4,8,6,3,0,2021/04/12 14:53:23
Thurston County,2021-01-10,24,1,1,1,7,9,5,0,2021/04/12 14:53:23
Thurston County,2021-01-17,13,0,0,1,4,4,4,0,2021/04/12 14:53:23
Thurston County,2021-01-24,19,0,6,2,5,5,1,0,2021/04/12 14:53:23
Thurston County,2021-01-31,15,0,3,1,2,6,3,0,2021/04/12 14:53:23
Thurston County,2021-02-07,11,0,1,2,1,3,4,0,2021/04/12 14:53:23
Thurston County,2021-02-14,10,0,0,3,3,3,1,0,2021/04/12 14:53:23
Thurston County,2021-02-21,13,0,1,3,4,3,2,0,2021/04/12 14:53:23
Thurston County,2021-02-28,6,0,1,1,0,3,1,0,2021/04/12 14:53:23
Thurston County,2021-03-07,8,0,0,2,1,3,2,0,2021/04/12 14:53:23
Thurston County,2021-03-14,6,0,1,1,2,1,1,0,2021/04/12 14:53:23
Thurston County,2021-03-21,8,0,0,2,4,2,0,0,2021/04/12 14:53:23
Thurston County,2021-03-28,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Thurston County,2021-04-04,10,0,0,1,5,2,2,0,2021/04/12 14:53:23
Thurston County,2021-04-11,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Wahkiakum County,2020-12-13,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,2021-01-10,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,2021-01-24,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Wahkiakum County,2021-02-14,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Wahkiakum County,2021-02-21,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-03-29,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-04-05,2,0,1,0,0,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-04-19,4,0,0,0,0,3,1,0,2021/04/12 14:53:23
Walla Walla County,2020-05-17,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,2020-06-14,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,2020-06-21,3,0,0,0,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-07-05,3,0,1,0,0,1,1,0,2021/04/12 14:53:23
Walla Walla County,2020-07-12,3,0,0,0,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-07-19,6,0,0,1,1,3,1,0,2021/04/12 14:53:23
Walla Walla County,2020-07-26,8,0,1,0,1,2,4,0,2021/04/12 14:53:23
Walla Walla County,2020-08-02,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Walla Walla County,2020-08-09,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,2020-08-16,6,0,0,1,1,2,2,0,2021/04/12 14:53:23
Walla Walla County,2020-08-23,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,2020-09-13,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-09-20,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Walla Walla County,2020-10-04,3,0,0,0,1,2,0,0,2021/04/12 14:53:23
Walla Walla County,2020-10-11,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Walla Walla County,2020-10-18,12,1,1,0,2,4,4,0,2021/04/12 14:53:23
Walla Walla County,2020-10-25,10,0,1,1,0,5,3,0,2021/04/12 14:53:23
Walla Walla County,2020-11-01,12,0,2,0,2,3,5,0,2021/04/12 14:53:23
Walla Walla County,2020-11-08,7,0,0,3,1,2,1,0,2021/04/12 14:53:23
Walla Walla County,2020-11-15,14,0,1,3,5,3,2,0,2021/04/12 14:53:23
Walla Walla County,2020-11-22,18,0,2,3,4,7,2,0,2021/04/12 14:53:23
Walla Walla County,2020-11-29,9,0,1,1,1,4,2,0,2021/04/12 14:53:23
Walla Walla County,2020-12-06,16,1,2,2,4,5,2,0,2021/04/12 14:53:23
Walla Walla County,2020-12-13,15,0,0,4,5,3,3,0,2021/04/12 14:53:23
Walla Walla County,2020-12-20,14,0,2,3,3,2,4,0,2021/04/12 14:53:23
Walla Walla County,2020-12-27,6,0,1,0,3,2,0,0,2021/04/12 14:53:23
Walla Walla County,2021-01-03,7,0,1,2,1,3,0,0,2021/04/12 14:53:23
Walla Walla County,2021-01-10,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Walla Walla County,2021-01-17,8,0,2,2,0,1,3,0,2021/04/12 14:53:23
Walla Walla County,2021-01-24,10,0,0,0,1,3,6,0,2021/04/12 14:53:23
Walla Walla County,2021-01-31,8,0,0,1,0,4,3,0,2021/04/12 14:53:23
Walla Walla County,2021-02-07,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Walla Walla County,2021-02-14,6,1,0,0,3,1,1,0,2021/04/12 14:53:23
Walla Walla County,2021-02-21,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Walla Walla County,2021-02-28,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Walla Walla County,2021-03-07,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Walla Walla County,2021-03-14,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,2021-03-21,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,2021-03-28,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,2021-04-04,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Whatcom County,2020-03-01,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-03-08,4,1,0,0,1,2,0,0,2021/04/12 14:53:23
Whatcom County,2020-03-15,13,0,0,1,5,2,5,0,2021/04/12 14:53:23
Whatcom County,2020-03-22,5,0,0,0,2,1,2,0,2021/04/12 14:53:23
Whatcom County,2020-03-29,7,0,2,1,1,0,3,0,2021/04/12 14:53:23
Whatcom County,2020-04-05,6,0,1,0,0,4,1,0,2021/04/12 14:53:23
Whatcom County,2020-04-12,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Whatcom County,2020-04-19,3,0,1,0,2,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-04-26,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Whatcom County,2020-05-03,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Whatcom County,2020-05-17,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-05-24,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-06-14,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-06-21,4,0,0,1,2,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-06-28,5,0,0,3,2,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-07-05,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-07-12,5,0,1,1,2,0,1,0,2021/04/12 14:53:23
Whatcom County,2020-07-19,6,0,0,2,1,1,2,0,2021/04/12 14:53:23
Whatcom County,2020-07-26,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-08-02,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-08-09,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-08-16,2,0,0,1,0,0,1,0,2021/04/12 14:53:23
Whatcom County,2020-08-23,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-08-30,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-09-06,8,0,1,4,1,2,0,0,2021/04/12 14:53:23
Whatcom County,2020-09-13,4,0,1,0,2,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-09-20,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Whatcom County,2020-09-27,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Whatcom County,2020-10-04,2,0,0,0,1,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-10-11,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-10-18,3,0,1,0,0,2,0,0,2021/04/12 14:53:23
Whatcom County,2020-10-25,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-11-01,8,0,2,0,5,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-11-08,6,0,0,4,1,1,0,0,2021/04/12 14:53:23
Whatcom County,2020-11-15,12,0,2,2,4,3,1,0,2021/04/12 14:53:23
Whatcom County,2020-11-22,12,0,2,2,2,4,2,0,2021/04/12 14:53:23
Whatcom County,2020-11-29,13,0,0,2,2,4,5,0,2021/04/12 14:53:23
Whatcom County,2020-12-06,3,1,0,1,1,0,0,0,2021/04/12 14:53:23
Whatcom County,2020-12-13,7,0,0,2,1,1,3,0,2021/04/12 14:53:23
Whatcom County,2020-12-20,7,0,1,1,0,5,0,0,2021/04/12 14:53:23
Whatcom County,2020-12-27,11,1,1,0,3,1,5,0,2021/04/12 14:53:23
Whatcom County,2021-01-03,22,0,3,0,3,10,6,0,2021/04/12 14:53:23
Whatcom County,2021-01-10,29,1,2,3,7,9,7,0,2021/04/12 14:53:23
Whatcom County,2021-01-17,15,0,2,2,3,6,2,0,2021/04/12 14:53:23
Whatcom County,2021-01-24,15,1,0,2,1,5,6,0,2021/04/12 14:53:23
Whatcom County,2021-01-31,20,1,0,1,8,5,5,0,2021/04/12 14:53:23
Whatcom County,2021-02-07,5,0,0,0,2,1,2,0,2021/04/12 14:53:23
Whatcom County,2021-02-14,8,1,1,0,2,3,1,0,2021/04/12 14:53:23
Whatcom County,2021-02-21,4,1,1,1,0,1,0,0,2021/04/12 14:53:23
Whatcom County,2021-02-28,8,1,0,3,2,1,1,0,2021/04/12 14:53:23
Whatcom County,2021-03-07,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Whatcom County,2021-03-14,8,1,0,2,0,3,2,0,2021/04/12 14:53:23
Whatcom County,2021-03-21,5,0,0,1,2,1,1,0,2021/04/12 14:53:23
Whatcom County,2021-03-28,5,1,1,0,2,0,1,0,2021/04/12 14:53:23
Whatcom County,2021-04-04,2,0,0,0,1,0,1,0,2021/04/12 14:53:23
Whitman County,2020-06-21,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Whitman County,2020-08-02,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Whitman County,2020-09-13,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Whitman County,2020-09-27,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Whitman County,2020-10-04,6,0,0,0,1,5,0,0,2021/04/12 14:53:23
Whitman County,2020-10-11,4,0,2,0,1,1,0,0,2021/04/12 14:53:23
Whitman County,2020-10-18,9,0,0,1,4,2,2,0,2021/04/12 14:53:23
Whitman County,2020-10-25,4,0,0,0,0,2,2,0,2021/04/12 14:53:23
Whitman County,2020-11-01,6,0,1,0,2,1,2,0,2021/04/12 14:53:23
Whitman County,2020-11-15,5,0,1,1,1,2,0,0,2021/04/12 14:53:23
Whitman County,2020-11-22,4,0,0,0,0,1,3,0,2021/04/12 14:53:23
Whitman County,2020-11-29,3,0,1,0,0,1,1,0,2021/04/12 14:53:23
Whitman County,2020-12-06,6,1,0,2,0,1,2,0,2021/04/12 14:53:23
Whitman County,2020-12-13,3,0,0,1,0,2,0,0,2021/04/12 14:53:23
Whitman County,2020-12-20,4,0,0,0,1,0,3,0,2021/04/12 14:53:23
Whitman County,2020-12-27,7,0,1,0,0,1,5,0,2021/04/12 14:53:23
Whitman County,2021-01-03,8,0,0,1,1,0,6,0,2021/04/12 14:53:23
Whitman County,2021-01-10,6,0,0,1,1,3,1,0,2021/04/12 14:53:23
Whitman County,2021-01-17,2,0,0,0,0,2,0,0,2021/04/12 14:53:23
Whitman County,2021-01-24,3,0,0,1,0,1,1,0,2021/04/12 14:53:23
Whitman County,2021-01-31,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Whitman County,2021-02-07,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Whitman County,2021-02-14,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,2021-02-21,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Whitman County,2021-03-21,3,0,1,1,1,0,0,0,2021/04/12 14:53:23
Whitman County,2021-03-28,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,2021-04-04,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Yakima County,2020-02-02,2,0,0,0,0,0,2,0,2021/04/12 14:53:23
Yakima County,2020-02-09,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Yakima County,2020-02-16,3,0,0,0,0,2,1,0,2021/04/12 14:53:23
Yakima County,2020-03-01,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Yakima County,2020-03-15,6,0,0,1,2,2,1,0,2021/04/12 14:53:23
Yakima County,2020-03-22,15,0,1,5,7,1,1,0,2021/04/12 14:53:23
Yakima County,2020-03-29,27,2,0,3,4,12,6,0,2021/04/12 14:53:23
Yakima County,2020-04-05,32,0,4,6,8,11,3,0,2021/04/12 14:53:23
Yakima County,2020-04-12,16,0,2,3,4,5,2,0,2021/04/12 14:53:23
Yakima County,2020-04-19,28,0,2,6,9,10,1,0,2021/04/12 14:53:23
Yakima County,2020-04-26,24,0,1,8,4,7,4,0,2021/04/12 14:53:23
Yakima County,2020-05-03,31,0,4,8,8,8,3,0,2021/04/12 14:53:23
Yakima County,2020-05-10,32,1,4,6,7,5,9,0,2021/04/12 14:53:23
Yakima County,2020-05-17,49,1,8,13,16,8,3,0,2021/04/12 14:53:23
Yakima County,2020-05-24,62,1,5,12,22,16,6,0,2021/04/12 14:53:23
Yakima County,2020-05-31,43,0,7,8,11,13,4,0,2021/04/12 14:53:23
Yakima County,2020-06-07,63,0,7,17,22,13,4,0,2021/04/12 14:53:23
Yakima County,2020-06-14,61,1,5,8,17,19,11,0,2021/04/12 14:53:23
Yakima County,2020-06-21,52,0,5,12,13,12,10,0,2021/04/12 14:53:23
Yakima County,2020-06-28,50,2,7,5,12,10,14,0,2021/04/12 14:53:23
Yakima County,2020-07-05,26,0,1,7,7,5,6,0,2021/04/12 14:53:23
Yakima County,2020-07-12,44,3,7,8,12,9,5,0,2021/04/12 14:53:23
Yakima County,2020-07-19,29,2,2,6,6,8,5,0,2021/04/12 14:53:23
Yakima County,2020-07-26,18,0,3,6,5,4,0,0,2021/04/12 14:53:23
Yakima County,2020-08-02,21,0,5,5,8,3,0,0,2021/04/12 14:53:23
Yakima County,2020-08-09,23,0,2,5,9,4,3,0,2021/04/12 14:53:23
Yakima County,2020-08-16,13,1,0,5,2,4,1,0,2021/04/12 14:53:23
Yakima County,2020-08-23,9,0,1,1,5,0,2,0,2021/04/12 14:53:23
Yakima County,2020-08-30,6,0,1,2,1,2,0,0,2021/04/12 14:53:23
Yakima County,2020-09-06,10,0,0,2,3,4,1,0,2021/04/12 14:53:23
Yakima County,2020-09-13,9,0,0,1,3,5,0,0,2021/04/12 14:53:23
Yakima County,2020-09-20,10,1,0,1,6,0,2,0,2021/04/12 14:53:23
Yakima County,2020-09-27,5,0,0,1,0,3,1,0,2021/04/12 14:53:23
Yakima County,2020-10-04,6,0,0,1,2,2,1,0,2021/04/12 14:53:23
Yakima County,2020-10-11,8,1,0,1,1,4,1,0,2021/04/12 14:53:23
Yakima County,2020-10-18,3,0,0,1,1,0,1,0,2021/04/12 14:53:23
Yakima County,2020-10-25,16,0,2,2,1,5,6,0,2021/04/12 14:53:23
Yakima County,2020-11-01,7,1,0,0,2,2,2,0,2021/04/12 14:53:23
Yakima County,2020-11-08,18,0,1,4,3,4,6,0,2021/04/12 14:53:23
Yakima County,2020-11-15,30,0,3,7,9,8,3,0,2021/04/12 14:53:23
Yakima County,2020-11-22,21,0,1,3,5,8,4,0,2021/04/12 14:53:23
Yakima County,2020-11-29,25,1,2,4,10,5,3,0,2021/04/12 14:53:23
Yakima County,2020-12-06,47,0,3,7,11,23,3,0,2021/04/12 14:53:23
Yakima County,2020-12-13,39,0,8,4,6,12,9,0,2021/04/12 14:53:23
Yakima County,2020-12-20,75,1,5,15,16,28,10,0,2021/04/12 14:53:23
Yakima County,2020-12-27,60,0,8,9,4,29,10,0,2021/04/12 14:53:23
Yakima County,2021-01-03,60,1,9,7,21,12,10,0,2021/04/12 14:53:23
Yakima County,2021-01-10,44,0,2,7,14,12,9,0,2021/04/12 14:53:23
Yakima County,2021-01-17,21,0,0,5,6,7,3,0,2021/04/12 14:53:23
Yakima County,2021-01-24,27,0,0,7,8,9,3,0,2021/04/12 14:53:23
Yakima County,2021-01-31,22,0,4,4,2,6,6,0,2021/04/12 14:53:23
Yakima County,2021-02-07,9,1,0,2,2,3,1,0,2021/04/12 14:53:23
Yakima County,2021-02-14,22,0,4,0,6,9,3,0,2021/04/12 14:53:23
Yakima County,2021-02-21,16,1,1,4,5,3,2,0,2021/04/12 14:53:23
Yakima County,2021-02-28,10,2,2,1,4,1,0,0,2021/04/12 14:53:23
Yakima County,2021-03-07,12,1,2,2,4,2,1,0,2021/04/12 14:53:23
Yakima County,2021-03-14,13,0,1,2,7,3,0,0,2021/04/12 14:53:23
Yakima County,2021-03-21,8,0,1,2,3,2,0,0,2021/04/12 14:53:23
Yakima County,2021-03-28,23,0,1,3,6,7,6,0,2021/04/12 14:53:23
Yakima County,2021-04-04,16,0,0,7,4,4,1,0,2021/04/12 14:53:23
Unassigned,2020-07-19,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Unassigned,2020-08-09,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Unassigned,2020-08-16,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Unassigned,2020-08-23,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Unassigned,2020-08-30,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Unassigned,2020-10-25,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2020-11-08,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2020-12-06,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2020-12-20,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2020-12-27,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2021-02-07,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Unassigned,2021-02-14,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Unassigned,2021-02-21,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,2021-03-07,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Adams County,Unknown,3,0,0,1,1,1,0,0,2021/04/12 14:53:23
Asotin County,Unknown,10,0,1,1,4,3,1,0,2021/04/12 14:53:23
Benton County,Unknown,13,3,1,6,2,1,0,0,2021/04/12 14:53:23
Chelan County,Unknown,5,0,1,1,1,1,1,0,2021/04/12 14:53:23
Clark County,Unknown,33,5,7,7,7,4,3,0,2021/04/12 14:53:23
Columbia County,Unknown,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Cowlitz County,Unknown,4,1,0,1,0,2,0,0,2021/04/12 14:53:23
Douglas County,Unknown,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Franklin County,Unknown,20,1,3,7,6,1,2,0,2021/04/12 14:53:23
Grant County,Unknown,4,0,1,0,2,1,0,0,2021/04/12 14:53:23
Grays Harbor County,Unknown,7,1,2,0,2,2,0,0,2021/04/12 14:53:23
Island County,Unknown,10,1,1,1,3,1,3,0,2021/04/12 14:53:23
King County,Unknown,44,1,6,12,9,8,8,0,2021/04/12 14:53:23
Kitsap County,Unknown,7,0,1,1,2,3,0,0,2021/04/12 14:53:23
Kittitas County,Unknown,8,0,0,2,2,2,2,0,2021/04/12 14:53:23
Klickitat County,Unknown,19,0,0,6,5,5,3,0,2021/04/12 14:53:23
Lewis County,Unknown,6,1,1,0,2,1,1,0,2021/04/12 14:53:23
Lincoln County,Unknown,3,2,0,0,0,1,0,0,2021/04/12 14:53:23
Mason County,Unknown,3,0,0,0,1,1,1,0,2021/04/12 14:53:23
Okanogan County,Unknown,16,2,1,2,4,3,4,0,2021/04/12 14:53:23
Pacific County,Unknown,5,0,0,1,3,1,0,0,2021/04/12 14:53:23
Pend Oreille County,Unknown,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Pierce County,Unknown,152,13,38,36,30,23,12,0,2021/04/12 14:53:23
Skagit County,Unknown,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Skamania County,Unknown,4,0,0,1,3,0,0,0,2021/04/12 14:53:23
Snohomish County,Unknown,22,2,3,6,2,5,4,0,2021/04/12 14:53:23
Spokane County,Unknown,25,2,8,6,3,4,2,0,2021/04/12 14:53:23
Thurston County,Unknown,17,2,4,2,2,6,1,0,2021/04/12 14:53:23
Walla Walla County,Unknown,8,1,1,2,3,1,0,0,2021/04/12 14:53:23
Whatcom County,Unknown,8,3,1,1,2,1,0,0,2021/04/12 14:53:23
Whitman County,Unknown,5,0,1,1,0,2,1,0,2021/04/12 14:53:23
Yakima County,Unknown,15,2,3,1,5,2,2,0,2021/04/12 14:53:23